ID,MONTH,PAY,BILL_AMT,PAY_AMT
17454,MAY,0.0,49480.0,2188.0
17454,APRIL,0.0,46201.0,1000.0
17454,MARCH,0.0,38770.0,8572.0
17454,FEBRUARY,-1.0,3914.0,6568.0
17454,JANUARY,-1.0,6568.0,11416.0
27066,JUNE,0.0,180016.0,6073.0
27066,MAY,0.0,166678.0,6100.0
27066,APRIL,0.0,128324.0,5000.0
27066,MARCH,0.0,128334.0,5000.0
27066,FEBRUARY,0.0,131104.0,5000.0
27066,JANUARY,0.0,133762.0,5100.0
11242,JUNE,-1.0,528.0,0.0
11242,MAY,2.0,264.0,264.0
11242,APRIL,-1.0,264.0,292.0
11242,MARCH,-1.0,292.0,500.0
11242,FEBRUARY,0.0,528.0,0.0
11242,JANUARY,0.0,264.0,264.0
9164,JUNE,1.0,18514.0,2000.0
9164,MAY,2.0,19913.0,0.0
9164,APRIL,2.0,19310.0,1339.0
9164,MARCH,0.0,20021.0,2493.0
9164,FEBRUARY,0.0,22175.0,0.0
9164,JANUARY,2.0,21680.0,792.0
1574,JUNE,-1.0,77461.0,68781.0
1574,MAY,-1.0,68781.0,58436.0
1574,APRIL,-1.0,58436.0,9536.0
1574,MARCH,-1.0,9536.0,58302.0
1574,FEBRUARY,-1.0,8302.0,64460.0
1574,JANUARY,-1.0,64460.0,14000.0
25579,JUNE,0.0,187146.0,6500.0
25579,MAY,0.0,175347.0,9000.0
25579,APRIL,0.0,181490.0,7000.0
25579,MARCH,0.0,169608.0,3500.0
25579,FEBRUARY,0.0,163255.0,7000.0
25579,JANUARY,0.0,168395.0,5000.0
11781,JUNE,0.0,59646.0,43018.0
11781,MAY,0.0,49412.0,3030.0
11781,APRIL,0.0,48060.0,10022.0
11781,MARCH,0.0,51132.0,3064.0
11781,FEBRUARY,0.0,49348.0,3022.0
11781,JANUARY,0.0,40652.0,2018.0
25109,JUNE,-1.0,6233.0,11219.0
25109,MAY,-1.0,11152.0,0.0
25109,APRIL,-1.0,-1.0,377.0
25109,MARCH,-1.0,376.0,0.0
25109,FEBRUARY,-1.0,0.0,0.0
25109,JANUARY,-2.0,0.0,1759.0
17702,JUNE,-2.0,11771.0,13462.0
17702,MAY,-2.0,13462.0,17706.0
17702,APRIL,-2.0,17706.0,0.0
17702,MARCH,-2.0,0.0,5646.0
17702,FEBRUARY,-2.0,5646.0,14793.0
17702,JANUARY,-2.0,14793.0,7376.0
7928,JUNE,-1.0,41051.0,71277.0
7928,MAY,-1.0,70951.0,19003.0
7928,APRIL,-1.0,18911.0,16050.0
7928,MARCH,-1.0,15982.0,2659.0
7928,FEBRUARY,0.0,2665.0,54394.0
7928,JANUARY,-1.0,57096.0,52000.0
1629,JUNE,0.0,35429.0,1537.0
1629,MAY,0.0,30626.0,1947.0
1629,APRIL,0.0,30241.0,800.0
1629,MARCH,0.0,20284.0,1000.0
1629,FEBRUARY,0.0,19166.0,718.0
1629,JANUARY,0.0,19567.0,683.0
19707,JUNE,0.0,40760.0,1500.0
19707,MAY,0.0,39660.0,1500.0
19707,APRIL,0.0,23203.0,1100.0
19707,MARCH,0.0,18983.0,1466.0
19707,FEBRUARY,0.0,13466.0,5556.0
19707,JANUARY,0.0,18878.0,598.0
4059,JUNE,-1.0,33147.0,1672.0
4059,MAY,-1.0,1672.0,3677.0
4059,APRIL,-1.0,3677.0,18346.0
4059,MARCH,-1.0,18346.0,3900.0
4059,FEBRUARY,-1.0,3900.0,4167.0
4059,JANUARY,-1.0,4167.0,399.0
12632,JUNE,0.0,185272.0,10000.0
12632,MAY,0.0,189657.0,10000.0
12632,APRIL,0.0,103861.0,6000.0
12632,MARCH,0.0,75480.0,0.0
12632,FEBRUARY,2.0,70042.0,5000.0
12632,JANUARY,0.0,72157.0,3000.0
15670,JUNE,0.0,142043.0,7000.0
15670,MAY,0.0,0.0,0.0
15670,APRIL,0.0,137909.0,5000.0
15670,MARCH,0.0,138999.0,9100.0
15670,FEBRUARY,2.0,137275.0,3400.0
15670,JANUARY,2.0,136141.0,0.0
6510,JUNE,-2.0,0.0,0.0
6510,MAY,-2.0,0.0,0.0
6510,APRIL,-2.0,0.0,0.0
6510,MARCH,-2.0,0.0,0.0
6510,FEBRUARY,-2.0,0.0,0.0
6510,JANUARY,-2.0,0.0,0.0
8411,JUNE,0.0,158798.0,6000.0
8411,MAY,0.0,163164.0,7000.0
8411,APRIL,0.0,168543.0,6762.0
8411,MARCH,0.0,172083.0,4880.0
8411,FEBRUARY,0.0,173850.0,5050.0
8411,JANUARY,0.0,177469.0,5100.0
22046,JUNE,-1.0,8050.0,0.0
22046,MAY,-1.0,0.0,1560.0
22046,APRIL,-1.0,1560.0,0.0
22046,MARCH,-1.0,0.0,0.0
22046,FEBRUARY,-2.0,0.0,0.0
22046,JANUARY,-2.0,0.0,0.0
1829,JUNE,0.0,190691.0,20000.0
1829,MAY,0.0,206000.0,0.0
1829,APRIL,2.0,194930.0,5000.0
1829,MARCH,0.0,130938.0,6000.0
1829,FEBRUARY,0.0,134664.0,8000.0
1829,JANUARY,0.0,140238.0,5000.0
5468,JUNE,-1.0,4037.0,3913.0
5468,MAY,-1.0,3913.0,6336.0
5468,APRIL,-1.0,6336.0,5361.0
5468,MARCH,-1.0,5361.0,3000.0
5468,FEBRUARY,0.0,4950.0,2502.0
5468,JANUARY,-1.0,2413.0,3603.0
26293,JUNE,-1.0,10962.0,4512.0
26293,MAY,0.0,13244.0,2500.0
26293,APRIL,0.0,7097.0,2397.0
26293,MARCH,0.0,6624.0,2150.0
26293,FEBRUARY,0.0,6806.0,709.0
26293,JANUARY,0.0,6266.0,22000.0
8765,JUNE,-1.0,30956.0,30818.0
8765,MAY,-1.0,30814.0,42887.0
8765,APRIL,-1.0,42791.0,31839.0
8765,MARCH,-1.0,31830.0,30693.0
8765,FEBRUARY,-1.0,30693.0,3.0
8765,JANUARY,0.0,596.0,30899.0
16316,JUNE,1.0,0.0,0.0
16316,MAY,-2.0,0.0,0.0
16316,APRIL,-2.0,0.0,0.0
16316,MARCH,-2.0,0.0,2605.0
16316,FEBRUARY,-1.0,2605.0,1000.0
16316,JANUARY,0.0,3554.0,2000.0
26171,JUNE,-1.0,2811.0,297.0
26171,MAY,-1.0,297.0,737.0
26171,APRIL,-1.0,734.0,399.0
26171,MARCH,-1.0,399.0,670.0
26171,FEBRUARY,-1.0,670.0,0.0
26171,JANUARY,-1.0,0.0,9398.0
14649,JUNE,0.0,22616.0,1668.0
14649,MAY,0.0,21415.0,1283.0
14649,APRIL,0.0,20769.0,853.0
14649,MARCH,0.0,21339.0,1000.0
14649,FEBRUARY,0.0,19382.0,758.0
14649,JANUARY,0.0,18577.0,475.0
19202,JUNE,3.0,61014.0,0.0
19202,MAY,2.0,59473.0,2100.0
19202,APRIL,0.0,56912.0,1500.0
19202,MARCH,0.0,47513.0,1700.0
19202,FEBRUARY,0.0,42945.0,3500.0
19202,JANUARY,0.0,45648.0,1341.0
17068,JUNE,1.0,198510.0,0.0
17068,MAY,2.0,194040.0,10000.0
17068,APRIL,0.0,199393.0,7000.0
17068,MARCH,0.0,194538.0,8000.0
17068,FEBRUARY,0.0,195990.0,8000.0
17068,JANUARY,0.0,194136.0,7200.0
28106,JUNE,-2.0,0.0,256.0
28106,MAY,-2.0,256.0,0.0
28106,APRIL,-2.0,0.0,425.0
28106,MARCH,-2.0,425.0,1529.0
28106,FEBRUARY,-2.0,1529.0,0.0
28106,JANUARY,-2.0,0.0,590.0
1181,JUNE,1.0,-113.0,1575.0
1181,MAY,-2.0,-113.0,11000.0
1181,APRIL,-1.0,10887.0,0.0
1181,MARCH,2.0,10413.0,0.0
1181,FEBRUARY,2.0,-245.0,0.0
1181,JANUARY,-2.0,-245.0,5100.0
20981,JUNE,0.0,58643.0,2100.0
20981,MAY,0.0,47548.0,2000.0
20981,APRIL,0.0,48491.0,1000.0
20981,MARCH,0.0,28518.0,959.0
20981,FEBRUARY,0.0,29157.0,1300.0
20981,JANUARY,0.0,30073.0,500.0
23637,JUNE,0.0,6615.0,2000.0
23637,MAY,0.0,8494.0,2000.0
23637,APRIL,0.0,10336.0,5000.0
23637,MARCH,0.0,15127.0,5000.0
23637,FEBRUARY,0.0,19685.0,10000.0
23637,JANUARY,0.0,29275.0,5000.0
5158,JUNE,0.0,30530.0,2000.0
5158,MAY,0.0,41460.0,2000.0
5158,APRIL,0.0,21897.0,2000.0
5158,MARCH,0.0,23404.0,0.0
5158,FEBRUARY,0.0,0.0,0.0
5158,JANUARY,-2.0,0.0,0.0
19670,JUNE,0.0,20137.0,1300.0
19670,MAY,0.0,20179.0,1301.0
19670,APRIL,0.0,18067.0,900.0
19670,MARCH,0.0,18666.0,900.0
19670,FEBRUARY,0.0,19115.0,900.0
19670,JANUARY,0.0,19547.0,1600.0
11562,JUNE,0.0,9459.0,231.0
11562,MAY,-1.0,231.0,5000.0
11562,APRIL,-1.0,3364.0,3000.0
11562,MARCH,0.0,6129.0,3000.0
11562,FEBRUARY,0.0,9009.0,329.0
11562,JANUARY,0.0,9188.0,340.0
10310,JUNE,2.0,711.0,711.0
10310,MAY,-1.0,711.0,711.0
10310,APRIL,-1.0,711.0,711.0
10310,MARCH,-1.0,711.0,711.0
10310,FEBRUARY,-1.0,711.0,291.0
10310,JANUARY,-1.0,291.0,1131.0
7503,JUNE,2.0,37639.0,2000.0
7503,MAY,4.0,38743.0,0.0
7503,APRIL,4.0,37825.0,3400.0
7503,MARCH,3.0,40299.0,0.0
7503,FEBRUARY,4.0,39093.0,0.0
7503,JANUARY,3.0,38167.0,1000.0
12596,JUNE,-2.0,34752.0,30073.0
12596,MAY,-2.0,30073.0,24315.0
12596,APRIL,-2.0,24315.0,3724.0
12596,MARCH,-2.0,3724.0,28347.0
12596,FEBRUARY,-2.0,28347.0,11280.0
12596,JANUARY,-2.0,11280.0,31266.0
2134,JUNE,0.0,45861.0,3687.0
2134,MAY,0.0,47667.0,5000.0
2134,APRIL,0.0,48119.0,1000.0
2134,MARCH,0.0,8257.0,309.0
2134,FEBRUARY,0.0,8037.0,2000.0
2134,JANUARY,0.0,9470.0,1000.0
6971,JUNE,0.0,31130.0,10171.0
6971,MAY,0.0,16171.0,3000.0
6971,APRIL,0.0,16373.0,1260.0
6971,MARCH,0.0,16945.0,6138.0
6971,FEBRUARY,0.0,21462.0,1128.0
6971,JANUARY,0.0,11128.0,500.0
27444,JUNE,0.0,18401.0,2000.0
27444,MAY,0.0,19784.0,1650.0
27444,APRIL,0.0,20650.0,0.0
27444,MARCH,0.0,0.0,0.0
27444,FEBRUARY,-2.0,0.0,0.0
27444,JANUARY,-2.0,0.0,0.0
21255,JUNE,0.0,16496.0,1597.0
21255,MAY,0.0,17522.0,1606.0
21255,APRIL,0.0,18531.0,819.0
21255,MARCH,0.0,18744.0,1000.0
21255,FEBRUARY,0.0,19291.0,1000.0
21255,JANUARY,0.0,19818.0,1623.0
22960,JUNE,-1.0,4830.0,0.0
22960,MAY,-1.0,0.0,1000.0
22960,APRIL,-1.0,1000.0,15385.0
22960,MARCH,-1.0,15385.0,5302.0
22960,FEBRUARY,0.0,20302.0,5112.0
22960,JANUARY,0.0,25112.0,4213.0
9432,JUNE,0.0,183653.0,7130.0
9432,MAY,0.0,167157.0,6611.0
9432,APRIL,0.0,144218.0,4282.0
9432,MARCH,0.0,137975.0,4367.0
9432,FEBRUARY,0.0,132600.0,4079.0
9432,JANUARY,0.0,121028.0,3664.0
9682,JUNE,0.0,58308.0,4000.0
9682,MAY,0.0,61024.0,3000.0
9682,APRIL,0.0,62665.0,2315.0
9682,MARCH,0.0,63730.0,2103.0
9682,FEBRUARY,0.0,57916.0,2500.0
9682,JANUARY,0.0,59122.0,2000.0
16582,JUNE,-2.0,0.0,0.0
16582,MAY,-2.0,0.0,0.0
16582,APRIL,-2.0,0.0,0.0
16582,MARCH,-2.0,0.0,0.0
16582,FEBRUARY,-2.0,0.0,0.0
16582,JANUARY,-2.0,0.0,0.0
17251,JUNE,0.0,282222.0,7100.0
17251,MAY,0.0,154050.0,0.0
17251,APRIL,0.0,0.0,18.0
17251,MARCH,-1.0,18.0,0.0
17251,FEBRUARY,-1.0,18.0,0.0
17251,JANUARY,-1.0,18.0,2034.0
7968,JUNE,0.0,3608.0,5000.0
7968,MAY,0.0,7032.0,12500.0
7968,APRIL,0.0,14244.0,3000.0
7968,MARCH,0.0,14065.0,4000.0
7968,FEBRUARY,0.0,16161.0,2000.0
7968,JANUARY,0.0,11106.0,2000.0
22704,JUNE,-1.0,726.0,0.0
22704,MAY,2.0,726.0,15400.0
22704,APRIL,-1.0,15400.0,0.0
22704,MARCH,0.0,15000.0,0.0
22704,FEBRUARY,0.0,15000.0,0.0
22704,JANUARY,0.0,15000.0,100.0
21053,JUNE,1.0,0.0,0.0
21053,MAY,-2.0,0.0,0.0
21053,APRIL,-2.0,0.0,0.0
21053,MARCH,-2.0,0.0,0.0
21053,FEBRUARY,-2.0,0.0,0.0
21053,JANUARY,-2.0,0.0,0.0
1869,JUNE,-1.0,4184.0,0.0
1869,MAY,-1.0,0.0,0.0
1869,APRIL,-2.0,0.0,0.0
1869,MARCH,-2.0,0.0,0.0
1869,FEBRUARY,-2.0,0.0,0.0
1869,JANUARY,-2.0,0.0,0.0
24350,JUNE,1.0,26288.0,0.0
24350,MAY,3.0,23822.0,1500.0
24350,APRIL,2.0,22922.0,18.0
24350,MARCH,2.0,22140.0,2383.0
24350,FEBRUARY,0.0,19170.0,0.0
24350,JANUARY,0.0,17170.0,0.0
10970,JUNE,1.0,0.0,0.0
10970,MAY,-2.0,0.0,0.0
10970,APRIL,-2.0,0.0,1378.0
10970,MARCH,-1.0,1378.0,0.0
10970,FEBRUARY,2.0,1209.0,2000.0
10970,JANUARY,0.0,3174.0,2000.0
20106,JUNE,0.0,128068.0,20000.0
20106,MAY,0.0,143227.0,12000.0
20106,APRIL,0.0,52196.0,0.0
20106,MARCH,0.0,43180.0,1095.0
20106,FEBRUARY,-1.0,1095.0,856.0
20106,JANUARY,-1.0,856.0,50000.0
11993,JUNE,-1.0,18037.0,3048.0
11993,MAY,0.0,9944.0,3016.0
11993,APRIL,0.0,3254.0,0.0
11993,MARCH,0.0,-16.0,0.0
11993,FEBRUARY,-2.0,-16.0,0.0
11993,JANUARY,-2.0,-16.0,3262.0
15698,JUNE,-2.0,390.0,390.0
15698,MAY,-2.0,390.0,0.0
15698,APRIL,-2.0,0.0,780.0
15698,MARCH,-2.0,780.0,0.0
15698,FEBRUARY,-2.0,0.0,0.0
15698,JANUARY,-2.0,0.0,0.0
3383,JUNE,0.0,89670.0,7500.0
3383,MAY,0.0,94043.0,103.0
3383,APRIL,2.0,85022.0,10000.0
3383,MARCH,2.0,90779.0,0.0
3383,FEBRUARY,2.0,84209.0,3000.0
3383,JANUARY,0.0,70162.0,2000.0
4978,JUNE,-1.0,80.0,2230.0
4978,MAY,-1.0,-460.0,5029.0
4978,APRIL,0.0,4091.0,5463.0
4978,MARCH,-1.0,5463.0,100.0
4978,FEBRUARY,0.0,4978.0,975.0
4978,JANUARY,-1.0,975.0,255.0
16463,JUNE,0.0,46140.0,2504.0
16463,MAY,0.0,45781.0,4007.0
16463,APRIL,0.0,48139.0,5056.0
16463,MARCH,0.0,51137.0,74.0
16463,FEBRUARY,2.0,39450.0,1023.0
16463,JANUARY,0.0,25358.0,2566.0
29977,JUNE,2.0,22147.0,3000.0
29977,MAY,2.0,24770.0,2000.0
29977,APRIL,2.0,26068.0,3500.0
29977,MARCH,2.0,28842.0,0.0
29977,FEBRUARY,4.0,28094.0,0.0
29977,JANUARY,3.0,27361.0,1000.0
25669,JUNE,-2.0,0.0,0.0
25669,MAY,-2.0,0.0,0.0
25669,APRIL,-2.0,0.0,0.0
25669,MARCH,-2.0,0.0,0.0
25669,FEBRUARY,-2.0,0.0,0.0
25669,JANUARY,-2.0,0.0,520.0
82,JUNE,-1.0,7623.0,9495.0
82,MAY,-1.0,9483.0,18513.0
82,APRIL,-1.0,18511.0,80877.0
82,MARCH,-1.0,80877.0,45369.0
82,FEBRUARY,-1.0,45369.0,56789.0
82,JANUARY,-1.0,56789.0,17540.0
25289,JUNE,-1.0,1051.0,735.0
25289,MAY,-1.0,735.0,419.0
25289,APRIL,-1.0,419.0,1470.0
25289,MARCH,-1.0,1470.0,0.0
25289,FEBRUARY,0.0,1154.0,735.0
25289,JANUARY,-1.0,735.0,2205.0
21968,JUNE,-2.0,5366.0,0.0
21968,MAY,-2.0,-34.0,6945.0
21968,APRIL,-2.0,6911.0,614.0
21968,MARCH,-2.0,611.0,2634.0
21968,FEBRUARY,-2.0,2631.0,4606.0
21968,JANUARY,-2.0,4583.0,6242.0
23777,JUNE,0.0,36415.0,1939.0
23777,MAY,0.0,37409.0,1399.0
23777,APRIL,0.0,30019.0,806.0
23777,MARCH,0.0,30426.0,862.0
23777,FEBRUARY,0.0,22867.0,258.0
23777,JANUARY,0.0,12900.0,0.0
16903,JUNE,-2.0,186.0,3842.0
16903,MAY,-2.0,3823.0,0.0
16903,APRIL,-2.0,-20.0,4036.0
16903,MARCH,-2.0,4016.0,6254.0
16903,FEBRUARY,-2.0,6209.0,2091.0
16903,JANUARY,-2.0,2081.0,1917.0
3738,JUNE,0.0,2524.0,3000.0
3738,MAY,0.0,5097.0,1500.0
3738,APRIL,0.0,6107.0,1500.0
3738,MARCH,0.0,7141.0,700.0
3738,FEBRUARY,0.0,7355.0,500.0
3738,JANUARY,0.0,7357.0,500.0
16097,JUNE,-2.0,62364.0,30336.0
16097,MAY,-2.0,30165.0,107382.0
16097,APRIL,-2.0,106030.0,33850.0
16097,MARCH,-2.0,33694.0,49587.0
16097,FEBRUARY,-2.0,49354.0,47222.0
16097,JANUARY,-2.0,44744.0,57258.0
5627,JUNE,2.0,47349.0,1892.0
5627,MAY,0.0,46353.0,2600.0
5627,APRIL,0.0,38081.0,2000.0
5627,MARCH,0.0,16970.0,1000.0
5627,FEBRUARY,0.0,17695.0,1000.0
5627,JANUARY,0.0,18401.0,1500.0
6799,JUNE,0.0,112933.0,5000.0
6799,MAY,0.0,114564.0,6000.0
6799,APRIL,0.0,118713.0,6000.0
6799,MARCH,0.0,121248.0,5500.0
6799,FEBRUARY,0.0,123232.0,5000.0
6799,JANUARY,0.0,126242.0,6000.0
17023,JUNE,0.0,26253.0,1444.0
17023,MAY,0.0,27256.0,1660.0
17023,APRIL,0.0,28472.0,1400.0
17023,MARCH,0.0,29212.0,588.0
17023,FEBRUARY,0.0,29400.0,600.0
17023,JANUARY,0.0,30000.0,0.0
23894,JUNE,0.0,164214.0,8001.0
23894,MAY,0.0,165825.0,7077.0
23894,APRIL,0.0,167008.0,5000.0
23894,MARCH,0.0,131544.0,5000.0
23894,FEBRUARY,0.0,125652.0,5000.0
23894,JANUARY,0.0,127224.0,5000.0
28089,JUNE,-1.0,836.0,836.0
28089,MAY,-1.0,836.0,390.0
28089,APRIL,-1.0,390.0,150.0
28089,MARCH,-1.0,150.0,1560.0
28089,FEBRUARY,-1.0,1320.0,0.0
28089,JANUARY,2.0,780.0,0.0
9983,JUNE,2.0,110162.0,0.0
9983,MAY,3.0,107008.0,0.0
9983,APRIL,2.0,103800.0,4000.0
9983,MARCH,0.0,106075.0,11000.0
9983,FEBRUARY,0.0,115747.0,0.0
9983,JANUARY,3.0,113999.0,0.0
24112,JUNE,0.0,57694.0,2800.0
24112,MAY,0.0,58656.0,3000.0
24112,APRIL,0.0,59750.0,2800.0
24112,MARCH,0.0,60602.0,2100.0
24112,FEBRUARY,0.0,53838.0,2123.0
24112,JANUARY,0.0,54609.0,2100.0
14413,JUNE,0.0,50679.0,2033.0
14413,MAY,0.0,45126.0,1900.0
14413,APRIL,0.0,37800.0,51457.0
14413,MARCH,-1.0,51457.0,0.0
14413,FEBRUARY,2.0,50463.0,1642.0
14413,JANUARY,0.0,41758.0,1538.0
17286,JUNE,-2.0,285.0,0.0
17286,MAY,-2.0,0.0,0.0
17286,APRIL,-2.0,0.0,0.0
17286,MARCH,-2.0,0.0,292.0
17286,FEBRUARY,-2.0,292.0,77.0
17286,JANUARY,-2.0,77.0,0.0
1585,JUNE,-1.0,1085.0,326.0
1585,MAY,-1.0,326.0,326.0
1585,APRIL,-1.0,326.0,326.0
1585,MARCH,-1.0,326.0,326.0
1585,FEBRUARY,-1.0,326.0,326.0
1585,JANUARY,-1.0,326.0,326.0
20518,JUNE,1.0,79695.0,0.0
20518,MAY,2.0,77855.0,7400.0
20518,APRIL,2.0,83945.0,0.0
20518,MARCH,2.0,81702.0,3000.0
20518,FEBRUARY,0.0,83232.0,3100.0
20518,JANUARY,0.0,84947.0,3400.0
12227,JUNE,1.0,14149.0,1543.0
12227,MAY,2.0,15171.0,0.0
12227,APRIL,2.0,14635.0,1226.0
12227,MARCH,2.0,15318.0,0.0
12227,FEBRUARY,2.0,14930.0,1882.0
12227,JANUARY,2.0,16562.0,0.0
29986,JUNE,0.0,55084.0,2500.0
29986,MAY,0.0,49358.0,43075.0
29986,APRIL,0.0,89406.0,2750.0
29986,MARCH,0.0,77924.0,2750.0
29986,FEBRUARY,0.0,78683.0,2800.0
29986,JANUARY,0.0,77357.0,2853.0
12879,JUNE,0.0,37026.0,5000.0
12879,MAY,0.0,40641.0,3611.0
12879,APRIL,0.0,42142.0,199.0
12879,MARCH,2.0,35349.0,208.0
12879,FEBRUARY,0.0,29790.0,0.0
12879,JANUARY,0.0,26414.0,2000.0
16400,JUNE,1.0,33385.0,3000.0
16400,MAY,2.0,35538.0,0.0
16400,APRIL,2.0,34686.0,5000.0
16400,MARCH,2.0,39097.0,0.0
16400,FEBRUARY,2.0,38171.0,2000.0
16400,JANUARY,0.0,39396.0,5000.0
13074,JUNE,0.0,10350.0,1199.0
13074,MAY,0.0,10993.0,1461.0
13074,APRIL,0.0,11865.0,535.0
13074,MARCH,0.0,11549.0,700.0
13074,FEBRUARY,0.0,11549.0,500.0
13074,JANUARY,0.0,11231.0,0.0
7321,JUNE,2.0,23559.0,1000.0
7321,MAY,0.0,23381.0,500.0
7321,APRIL,0.0,540.0,0.0
7321,MARCH,0.0,150.0,600.0
7321,FEBRUARY,0.0,-30.0,200.0
7321,JANUARY,-1.0,170.0,5183.0
29288,JUNE,1.0,0.0,0.0
29288,MAY,-2.0,0.0,0.0
29288,APRIL,-2.0,0.0,0.0
29288,MARCH,-2.0,0.0,200.0
29288,FEBRUARY,-1.0,200.0,0.0
29288,JANUARY,-1.0,0.0,0.0
18336,JUNE,-1.0,1568.0,87.0
18336,MAY,-1.0,87.0,0.0
18336,APRIL,-1.0,0.0,0.0
18336,MARCH,-2.0,0.0,0.0
18336,FEBRUARY,-2.0,0.0,0.0
18336,JANUARY,-2.0,0.0,35520.0
17814,JUNE,0.0,10674.0,1500.0
17814,MAY,0.0,12035.0,1800.0
17814,APRIL,0.0,13681.0,0.0
17814,MARCH,2.0,13269.0,1000.0
17814,FEBRUARY,2.0,14158.0,0.0
17814,JANUARY,2.0,13891.0,327.0
2133,JUNE,0.0,179063.0,5000.0
2133,MAY,0.0,159466.0,5100.0
2133,APRIL,0.0,162739.0,5000.0
2133,MARCH,0.0,163555.0,6000.0
2133,FEBRUARY,0.0,166452.0,4500.0
2133,JANUARY,0.0,168398.0,20000.0
5356,JUNE,-1.0,367.0,16652.0
5356,MAY,-1.0,15272.0,76146.0
5356,APRIL,-1.0,12925.0,67697.0
5356,MARCH,0.0,75667.0,67609.0
5356,FEBRUARY,-1.0,67609.0,71946.0
5356,JANUARY,-1.0,71946.0,14000.0
3148,JUNE,1.0,0.0,10437.0
3148,MAY,-1.0,10437.0,4156.0
3148,APRIL,-1.0,4044.0,600.0
3148,MARCH,-2.0,594.0,0.0
3148,FEBRUARY,-2.0,0.0,0.0
3148,JANUARY,-2.0,0.0,9240.0
15836,JUNE,0.0,5902.0,1122.0
15836,MAY,0.0,6767.0,1500.0
15836,APRIL,0.0,8145.0,291.0
15836,MARCH,0.0,8153.0,302.0
15836,FEBRUARY,0.0,8324.0,304.0
15836,JANUARY,0.0,8490.0,319.0
16287,JUNE,0.0,29362.0,1800.0
16287,MAY,0.0,29819.0,3000.0
16287,APRIL,0.0,30582.0,1404.0
16287,MARCH,0.0,28983.0,559.0
16287,FEBRUARY,0.0,27947.0,533.0
16287,JANUARY,0.0,26630.0,1000.0
10940,JUNE,-1.0,3072.0,0.0
10940,MAY,-1.0,0.0,0.0
10940,APRIL,-2.0,0.0,0.0
10940,MARCH,-2.0,0.0,0.0
10940,FEBRUARY,-2.0,0.0,0.0
10940,JANUARY,-2.0,0.0,0.0
12248,JUNE,0.0,11462.0,1212.0
12248,MAY,0.0,9804.0,1000.0
12248,APRIL,0.0,1436.0,400.0
12248,MARCH,-1.0,363.0,0.0
12248,FEBRUARY,-1.0,363.0,0.0
12248,JANUARY,-1.0,-417.0,2000.0
10076,JUNE,0.0,59728.0,8000.0
10076,MAY,0.0,66109.0,3000.0
10076,APRIL,0.0,67396.0,4400.0
10076,MARCH,0.0,70701.0,5000.0
10076,FEBRUARY,0.0,74590.0,5033.0
10076,JANUARY,0.0,78380.0,345.0
8743,JUNE,-1.0,1201.0,0.0
8743,MAY,-1.0,0.0,973.0
8743,APRIL,-1.0,973.0,0.0
8743,MARCH,-1.0,0.0,161.0
8743,FEBRUARY,-1.0,161.0,1174.0
8743,JANUARY,-1.0,1174.0,598.0
19064,JUNE,1.0,147833.0,6130.0
19064,MAY,2.0,148066.0,27.0
19064,APRIL,2.0,142163.0,4610.0
19064,MARCH,0.0,135075.0,5000.0
19064,FEBRUARY,0.0,135309.0,5000.0
19064,JANUARY,0.0,135165.0,3760.0
18339,JUNE,0.0,46780.0,1899.0
18339,MAY,0.0,38099.0,1400.0
18339,APRIL,0.0,38600.0,1188.0
18339,MARCH,0.0,29400.0,600.0
18339,FEBRUARY,0.0,30000.0,0.0
18339,JANUARY,0.0,0.0,0.0
10297,JUNE,0.0,67864.0,2044.0
10297,MAY,0.0,59165.0,1773.0
10297,APRIL,0.0,29314.0,1181.0
10297,MARCH,0.0,28844.0,1215.0
10297,FEBRUARY,0.0,29443.0,1297.0
10297,JANUARY,0.0,30101.0,1008.0
4291,JUNE,0.0,183594.0,15000.0
4291,MAY,0.0,191367.0,7171.0
4291,APRIL,0.0,192221.0,5427.0
4291,MARCH,0.0,136916.0,4000.0
4291,FEBRUARY,0.0,99307.0,3518.0
4291,JANUARY,0.0,98753.0,4758.0
864,JUNE,0.0,75636.0,3400.0
864,MAY,0.0,77220.0,3800.0
864,APRIL,0.0,79129.0,3500.0
864,MARCH,0.0,80710.0,3500.0
864,FEBRUARY,0.0,82749.0,3500.0
864,JANUARY,0.0,84871.0,3600.0
23161,JUNE,0.0,62112.0,20025.0
23161,MAY,0.0,60246.0,40000.0
23161,APRIL,0.0,74832.0,85000.0
23161,MARCH,0.0,126778.0,139.0
23161,FEBRUARY,0.0,82611.0,20000.0
23161,JANUARY,0.0,71338.0,29761.0
6441,JUNE,-1.0,1396.0,1700.0
6441,MAY,-1.0,1653.0,0.0
6441,APRIL,2.0,392.0,500.0
6441,MARCH,0.0,502.0,1000.0
6441,FEBRUARY,-1.0,962.0,0.0
6441,JANUARY,2.0,422.0,20417.0
26786,JUNE,0.0,1749.0,3000.0
26786,MAY,0.0,3939.0,4031.0
26786,APRIL,0.0,7856.0,5.0
26786,MARCH,2.0,3640.0,16.0
26786,FEBRUARY,0.0,3656.0,6005.0
26786,JANUARY,0.0,6273.0,733.0
28576,JUNE,0.0,245311.0,8491.0
28576,MAY,0.0,237034.0,9600.0
28576,APRIL,0.0,242807.0,8896.0
28576,MARCH,0.0,226872.0,10690.0
28576,FEBRUARY,0.0,233115.0,223765.0
